Date,District,Market Type,Commercial Type,Quality Grade,Price,, 
5/23/2017,Gampaha,Local,Keti,Premium,500,,
5/23/2017,Gampaha,Local,Keti,Standard,350,,
5/23/2017,Gampaha,Local,Korikan,Premium,25,,
5/23/2017,Gampaha,Local,Korikan,Standard,25,,
5/30/2017,Kurunegala,Export,Peedunu,Premium,500,,
5/30/2017,Kurunegala,Export,Peedunu,Standard,400,,
5/30/2017,Kurunegala,Export,Kanda,Premium,500,,
5/30/2017,Kurunegala,Export,Kanda,Standard,400,,
5/30/2017,Kurunegala,Local,Peedunu,Premium,400,,
5/30/2017,Kurunegala,Local,Peedunu,Standard,300,,
5/30/2017,Kurunegala,Local,Keti,Premium,100,,
5/30/2017,Kurunegala,Local,Keti,Standard,50,,
5/30/2017,Kurunegala,Local,Korikan,Premium,25,,
5/30/2017,Kurunegala,Local,Korikan,Standard,20,,
5/30/2017,Gampaha,Export,Peedunu,Premium,1800,,
5/30/2017,Gampaha,Export,Peedunu,Standard,1000,,
5/30/2017,Gampaha,Export,Kanda,Premium,1500,,
5/30/2017,Gampaha,Export,Kanda,Standard,1000,,
5/30/2017,Gampaha,Local,Peedunu,Premium,1700,,
5/30/2017,Gampaha,Local,Peedunu,Standard,1400,,
5/30/2017,Gampaha,Local,Keti,Premium,1200,,
5/30/2017,Gampaha,Local,Keti,Standard,1000,,
5/30/2017,Gampaha,Local,Korikan,Premium,25,,
5/30/2017,Gampaha,Local,Korikan,Standard,25,,
6/6/2017,Kurunegala,Export,Peedunu,Premium,2000,,
6/6/2017,Kurunegala,Export,Peedunu,Standard,1000,,
6/6/2017,Kurunegala,Export,Kanda,Premium,2000,,
6/6/2017,Kurunegala,Export,Kanda,Standard,1000,,
6/6/2017,Kurunegala,Local,Peedunu,Premium,700,,
6/6/2017,Kurunegala,Local,Peedunu,Standard,400,,
6/6/2017,Kurunegala,Local,Keti,Premium,300,,
6/6/2017,Kurunegala,Local,Keti,Standard,200,,
6/6/2017,Kurunegala,Local,Korikan,Premium,100,,
6/6/2017,Kurunegala,Local,Korikan,Standard,50,,
6/6/2017,Gampaha,Export,Peedunu,Premium,2000,,
6/6/2017,Gampaha,Export,Peedunu,Standard,1200,,
6/6/2017,Gampaha,Export,Kanda,Premium,1500,,
6/6/2017,Gampaha,Export,Kanda,Standard,1200,,
6/6/2017,Gampaha,Local,Peedunu,Premium,1200,,
6/6/2017,Gampaha,Local,Peedunu,Standard,1000,,
6/6/2017,Gampaha,Local,Keti,Premium,800,,
6/6/2017,Gampaha,Local,Keti,Standard,600,,
6/6/2017,Gampaha,Local,Korikan,Premium,100,,
6/6/2017,Gampaha,Local,Korikan,Standard,50,,
6/13/2017,Kurunegala,Export,Peedunu,Premium,4000,,
6/13/2017,Kurunegala,Export,Peedunu,Standard,2000,,
6/13/2017,Kurunegala,Export,Kanda,Premium,4000,,
6/13/2017,Kurunegala,Export,Kanda,Standard,2000,,
6/13/2017,Kurunegala,Local,Peedunu,Premium,1500,,
6/13/2017,Kurunegala,Local,Peedunu,Standard,800,,
6/13/2017,Kurunegala,Local,Keti,Premium,800,,
6/13/2017,Kurunegala,Local,Keti,Standard,400,,
6/13/2017,Kurunegala,Local,Korikan,Premium,100,,
6/13/2017,Kurunegala,Local,Korikan,Standard,50,,
6/13/2017,Gampaha,Export,Peedunu,Premium,3500,,
6/13/2017,Gampaha,Export,Peedunu,Standard,2000,,
6/13/2017,Gampaha,Export,Kanda,Premium,2500,,
6/13/2017,Gampaha,Export,Kanda,Standard,2000,,
6/13/2017,Gampaha,Local,Peedunu,Premium,1800,,
6/13/2017,Gampaha,Local,Peedunu,Standard,1500,,
6/13/2017,Gampaha,Local,Keti,Premium,1200,,
6/13/2017,Gampaha,Local,Keti,Standard,1000,,
6/13/2017,Gampaha,Local,Korikan,Premium,100,,
6/13/2017,Gampaha,Local,Korikan,Standard,50,,
6/20/2017,Kurunegala,Export,Peedunu,Premium,4000,,
6/20/2017,Kurunegala,Export,Peedunu,Standard,2000,,
6/20/2017,Kurunegala,Export,Kanda,Premium,4000,,
6/20/2017,Kurunegala,Export,Kanda,Standard,2000,,
6/20/2017,Kurunegala,Local,Peedunu,Premium,1500,,
6/20/2017,Kurunegala,Local,Peedunu,Standard,700,,
6/20/2017,Kurunegala,Local,Keti,Premium,800,,
6/20/2017,Kurunegala,Local,Keti,Standard,400,,
6/20/2017,Kurunegala,Local,Korikan,Premium,100,,
6/20/2017,Kurunegala,Local,Korikan,Standard,50,,
6/20/2017,Gampaha,Export,Peedunu,Premium,4500,,
6/20/2017,Gampaha,Export,Peedunu,Standard,3500,,
6/20/2017,Gampaha,Export,Kanda,Premium,4000,,
6/20/2017,Gampaha,Export,Kanda,Standard,3000,,
6/20/2017,Gampaha,Local,Peedunu,Premium,1000,,
6/20/2017,Gampaha,Local,Peedunu,Standard,800,,
6/20/2017,Gampaha,Local,Keti,Premium,600,,
6/20/2017,Gampaha,Local,Keti,Standard,500,,
6/20/2017,Gampaha,Local,Korikan,Premium,100,,
6/20/2017,Gampaha,Local,Korikan,Standard,50,,
6/27/2017,Kurunegala,Export,Peedunu,Premium,1000,,
6/27/2017,Kurunegala,Export,Peedunu,Standard,500,,
6/27/2017,Kurunegala,Export,Kanda,Premium,1000,,
6/27/2017,Kurunegala,Export,Kanda,Standard,500,,
6/27/2017,Kurunegala,Local,Peedunu,Premium,1000,,
6/27/2017,Kurunegala,Local,Peedunu,Standard,500,,
6/27/2017,Kurunegala,Local,Keti,Premium,400,,
6/27/2017,Kurunegala,Local,Keti,Standard,200,,
6/27/2017,Kurunegala,Local,Korikan,Premium,100,,
6/27/2017,Kurunegala,Local,Korikan,Standard,50,,
6/27/2017,Gampaha,Export,Peedunu,Premium,1500,,
6/27/2017,Gampaha,Export,Peedunu,Standard,800,,
6/27/2017,Gampaha,Export,Kanda,Premium,1500,,
6/27/2017,Gampaha,Export,Kanda,Standard,800,,
6/27/2017,Gampaha,Local,Peedunu,Premium,500,,
6/27/2017,Gampaha,Local,Peedunu,Standard,400,,
6/27/2017,Gampaha,Local,Keti,Premium,300,,
6/27/2017,Gampaha,Local,Keti,Standard,200,,
6/27/2017,Gampaha,Local,Korikan,Premium,100,,
6/27/2017,Gampaha,Local,Korikan,Standard,50,,
7/4/2017,Kurunegala,Export,Peedunu,Premium,800,,
7/4/2017,Kurunegala,Export,Peedunu,Standard,500,,
7/4/2017,Kurunegala,Export,Kanda,Premium,800,,
7/4/2017,Kurunegala,Export,Kanda,Standard,500,,
7/4/2017,Kurunegala,Local,Peedunu,Premium,800,,
7/4/2017,Kurunegala,Local,Peedunu,Standard,400,,
7/4/2017,Kurunegala,Local,Keti,Premium,300,,
7/4/2017,Kurunegala,Local,Keti,Standard,150,,
7/4/2017,Kurunegala,Local,Korikan,Premium,100,,
7/4/2017,Kurunegala,Local,Korikan,Standard,50,,
7/4/2017,Gampaha,Export,Peedunu,Premium,2200,,
7/4/2017,Gampaha,Export,Peedunu,Standard,1200,,
7/4/2017,Gampaha,Export,Kanda,Premium,1500,,
7/4/2017,Gampaha,Export,Kanda,Standard,1200,,
7/4/2017,Gampaha,Local,Peedunu,Premium,1000,,
7/4/2017,Gampaha,Local,Peedunu,Standard,800,,
7/4/2017,Gampaha,Local,Keti,Premium,600,,
7/4/2017,Gampaha,Local,Keti,Standard,500,,
7/4/2017,Gampaha,Local,Korikan,Premium,100,,
7/4/2017,Gampaha,Local,Korikan,Standard,50,,
7/11/2017,Kurunegala,Export,Peedunu,Premium,800,,
7/11/2017,Kurunegala,Export,Peedunu,Standard,500,,
7/11/2017,Kurunegala,Export,Kanda,Premium,800,,
7/11/2017,Kurunegala,Export,Kanda,Standard,500,,
7/11/2017,Kurunegala,Local,Peedunu,Premium,800,,
7/11/2017,Kurunegala,Local,Peedunu,Standard,400,,
7/11/2017,Kurunegala,Local,Keti,Premium,300,,
7/11/2017,Kurunegala,Local,Keti,Standard,100,,
7/11/2017,Kurunegala,Local,Korikan,Premium,100,,
7/11/2017,Kurunegala,Local,Korikan,Standard,50,,
7/11/2017,Gampaha,Export,Peedunu,Premium,2000,,
7/11/2017,Gampaha,Export,Peedunu,Standard,1000,,
7/11/2017,Gampaha,Export,Kanda,Premium,1500,,
7/11/2017,Gampaha,Export,Kanda,Standard,1000,,
7/11/2017,Gampaha,Local,Peedunu,Premium,700,,
7/11/2017,Gampaha,Local,Peedunu,Standard,500,,
7/11/2017,Gampaha,Local,Keti,Premium,500,,
7/11/2017,Gampaha,Local,Keti,Standard,500,,
7/11/2017,Gampaha,Local,Korikan,Premium,100,,
7/11/2017,Gampaha,Local,Korikan,Standard,50,,
7/18/2017,Kurunegala,Export,Peedunu,Premium,700,,
7/18/2017,Kurunegala,Export,Peedunu,Standard,400,,
7/18/2017,Kurunegala,Export,Kanda,Premium,500,,
7/18/2017,Kurunegala,Export,Kanda,Standard,300,,
7/18/2017,Kurunegala,Local,Peedunu,Premium,500,,
7/18/2017,Kurunegala,Local,Peedunu,Standard,300,,
7/18/2017,Kurunegala,Local,Keti,Premium,250,,
7/18/2017,Kurunegala,Local,Keti,Standard,100,,
7/18/2017,Kurunegala,Local,Korikan,Premium,100,,
7/18/2017,Kurunegala,Local,Korikan,Standard,50,,
7/18/2017,Gampaha,Export,Peedunu,Premium,1200,,
7/18/2017,Gampaha,Export,Peedunu,Standard,800,,
7/18/2017,Gampaha,Export,Kanda,Premium,1500,,
7/18/2017,Gampaha,Export,Kanda,Standard,1000,,
7/18/2017,Gampaha,Local,Peedunu,Premium,800,,
7/18/2017,Gampaha,Local,Peedunu,Standard,600,,
7/18/2017,Gampaha,Local,Keti,Premium,400,,
7/18/2017,Gampaha,Local,Keti,Standard,400,,
7/18/2017,Gampaha,Local,Korikan,Premium,100,,
7/18/2017,Gampaha,Local,Korikan,Standard,50,,
7/25/2017,Kurunegala,Export,Peedunu,Premium,700,,
7/25/2017,Kurunegala,Export,Peedunu,Standard,400,,
7/25/2017,Kurunegala,Export,Kanda,Premium,500,,
7/25/2017,Kurunegala,Export,Kanda,Standard,300,,
7/25/2017,Kurunegala,Local,Peedunu,Premium,500,,
7/25/2017,Kurunegala,Local,Peedunu,Standard,300,,
7/25/2017,Kurunegala,Local,Keti,Premium,250,,
7/25/2017,Kurunegala,Local,Keti,Standard,100,,
7/25/2017,Kurunegala,Local,Korikan,Premium,100,,
7/25/2017,Kurunegala,Local,Korikan,Standard,50,,
7/25/2017,Gampaha,Export,Peedunu,Premium,1200,,
7/25/2017,Gampaha,Export,Peedunu,Standard,600,,
7/25/2017,Gampaha,Export,Kanda,Premium,1200,,
7/25/2017,Gampaha,Export,Kanda,Standard,600,,
7/25/2017,Gampaha,Local,Peedunu,Premium,500,,
7/25/2017,Gampaha,Local,Peedunu,Standard,300,,
7/25/2017,Gampaha,Local,Keti,Premium,150,,
7/25/2017,Gampaha,Local,Keti,Standard,100,,
7/25/2017,Gampaha,Local,Korikan,Premium,50,,
7/25/2017,Gampaha,Local,Korikan,Standard,50,,
8/1/2017,Kurunegala,Export,Peedunu,Premium,650,,
8/1/2017,Kurunegala,Export,Peedunu,Standard,400,,
8/1/2017,Kurunegala,Export,Kanda,Premium,450,,
8/1/2017,Kurunegala,Export,Kanda,Standard,250,,
8/1/2017,Kurunegala,Local,Peedunu,Premium,600,,
8/1/2017,Kurunegala,Local,Peedunu,Standard,300,,
8/1/2017,Kurunegala,Local,Keti,Premium,250,,
8/1/2017,Kurunegala,Local,Keti,Standard,100,,
8/1/2017,Kurunegala,Local,Korikan,Premium,100,,
8/1/2017,Kurunegala,Local,Korikan,Standard,50,,
8/1/2017,Gampaha,Export,Peedunu,Premium,1000,,
8/1/2017,Gampaha,Export,Peedunu,Standard,800,,
8/1/2017,Gampaha,Export,Kanda,Premium,1000,,
8/1/2017,Gampaha,Export,Kanda,Standard,800,,
8/1/2017,Gampaha,Local,Peedunu,Premium,800,,
8/1/2017,Gampaha,Local,Peedunu,Standard,650,,
8/1/2017,Gampaha,Local,Keti,Premium,500,,
8/1/2017,Gampaha,Local,Keti,Standard,500,,
8/1/2017,Gampaha,Local,Korikan,Premium,50,,
8/1/2017,Gampaha,Local,Korikan,Standard,50,,
8/8/2017,Kurunegala,Export,Peedunu,Premium,800,,
8/8/2017,Kurunegala,Export,Peedunu,Standard,500,,
8/8/2017,Kurunegala,Export,Kanda,Premium,800,,
8/8/2017,Kurunegala,Export,Kanda,Standard,500,,
8/8/2017,Kurunegala,Local,Peedunu,Premium,700,,
8/8/2017,Kurunegala,Local,Peedunu,Standard,200,,
8/8/2017,Kurunegala,Local,Keti,Premium,200,,
8/8/2017,Kurunegala,Local,Keti,Standard,100,,
8/8/2017,Kurunegala,Local,Korikan,Premium,50,,
8/8/2017,Kurunegala,Local,Korikan,Standard,25,,
8/8/2017,Gampaha,Export,Peedunu,Premium,1200,,
8/8/2017,Gampaha,Export,Peedunu,Standard,800,,
8/8/2017,Gampaha,Export,Kanda,Premium,1200,,
8/8/2017,Gampaha,Export,Kanda,Standard,600,,
8/8/2017,Gampaha,Local,Peedunu,Premium,800,,
8/8/2017,Gampaha,Local,Peedunu,Standard,700,,
8/8/2017,Gampaha,Local,Keti,Premium,500,,
8/8/2017,Gampaha,Local,Keti,Standard,400,,
8/8/2017,Gampaha,Local,Korikan,Premium,50,,
8/8/2017,Gampaha,Local,Korikan,Standard,50,,
8/15/2017,Kurunegala,Export,Peedunu,Premium,1500,,
8/15/2017,Kurunegala,Export,Peedunu,Standard,800,,
8/15/2017,Kurunegala,Export,Kanda,Premium,1500,,
8/15/2017,Kurunegala,Export,Kanda,Standard,800,,
8/15/2017,Kurunegala,Local,Peedunu,Premium,1500,,
8/15/2017,Kurunegala,Local,Peedunu,Standard,500,,
8/15/2017,Kurunegala,Local,Keti,Premium,800,,
8/15/2017,Kurunegala,Local,Keti,Standard,400,,
8/15/2017,Kurunegala,Local,Korikan,Premium,200,,
8/15/2017,Kurunegala,Local,Korikan,Standard,100,,
8/15/2017,Gampaha,Export,Peedunu,Premium,1800,,
8/15/2017,Gampaha,Export,Peedunu,Standard,1000,,
8/15/2017,Gampaha,Export,Kanda,Premium,1800,,
8/15/2017,Gampaha,Export,Kanda,Standard,1000,,
8/15/2017,Gampaha,Local,Peedunu,Premium,1300,,
8/15/2017,Gampaha,Local,Peedunu,Standard,1000,,
8/15/2017,Gampaha,Local,Keti,Premium,700,,
8/15/2017,Gampaha,Local,Keti,Standard,500,,
8/15/2017,Gampaha,Local,Korikan,Premium,200,,
8/15/2017,Gampaha,Local,Korikan,Standard,100,,
8/22/2017,Kurunegala,Export,Peedunu,Premium,1500,,
8/22/2017,Kurunegala,Export,Peedunu,Standard,500,,
8/22/2017,Kurunegala,Export,Kanda,Premium,1500,,
8/22/2017,Kurunegala,Export,Kanda,Standard,500,,
8/22/2017,Kurunegala,Local,Peedunu,Premium,1500,,
8/22/2017,Kurunegala,Local,Peedunu,Standard,500,,
8/22/2017,Kurunegala,Local,Keti,Premium,800,,
8/22/2017,Kurunegala,Local,Keti,Standard,300,,
8/22/2017,Kurunegala,Local,Korikan,Premium,200,,
8/22/2017,Kurunegala,Local,Korikan,Standard,100,,
8/22/2017,Gampaha,Export,Peedunu,Premium,2000,,
8/22/2017,Gampaha,Export,Peedunu,Standard,1000,,
8/22/2017,Gampaha,Export,Kanda,Premium,1800,,
8/22/2017,Gampaha,Export,Kanda,Standard,1000,,
8/22/2017,Gampaha,Local,Peedunu,Premium,1500,,
8/22/2017,Gampaha,Local,Peedunu,Standard,1000,,
8/22/2017,Gampaha,Local,Keti,Premium,700,,
8/22/2017,Gampaha,Local,Keti,Standard,500,,
8/22/2017,Gampaha,Local,Korikan,Premium,200,,
8/22/2017,Gampaha,Local,Korikan,Standard,100,,
8/29/2017,Kurunegala,Export,Peedunu,Premium,3000,,
8/29/2017,Kurunegala,Export,Peedunu,Standard,1500,,
8/29/2017,Kurunegala,Export,Kanda,Premium,3500,,
8/29/2017,Kurunegala,Export,Kanda,Standard,1500,,
8/29/2017,Kurunegala,Local,Peedunu,Premium,1700,,
8/29/2017,Kurunegala,Local,Peedunu,Standard,1000,,
8/29/2017,Kurunegala,Local,Keti,Premium,800,,
8/29/2017,Kurunegala,Local,Keti,Standard,300,,
8/29/2017,Kurunegala,Local,Korikan,Premium,200,,
8/29/2017,Kurunegala,Local,Korikan,Standard,100,,
8/29/2017,Gampaha,Export,Peedunu,Premium,2000,,
8/29/2017,Gampaha,Export,Peedunu,Standard,1000,,
8/29/2017,Gampaha,Export,Kanda,Premium,1800,,
8/29/2017,Gampaha,Export,Kanda,Standard,1000,,
8/29/2017,Gampaha,Local,Peedunu,Premium,1500,,
8/29/2017,Gampaha,Local,Peedunu,Standard,1000,,
8/29/2017,Gampaha,Local,Keti,Premium,700,,
8/29/2017,Gampaha,Local,Keti,Standard,500,,
8/29/2017,Gampaha,Local,Korikan,Premium,200,,
8/29/2017,Gampaha,Local,Korikan,Standard,100,,
9/4/2017,Kurunegala,Export,Peedunu,Premium,4000,,
9/4/2017,Kurunegala,Export,Peedunu,Standard,2000,,
9/4/2017,Kurunegala,Export,Kanda,Premium,4000,,
9/4/2017,Kurunegala,Export,Kanda,Standard,2000,,
9/4/2017,Kurunegala,Local,Peedunu,Premium,1750,,
9/4/2017,Kurunegala,Local,Peedunu,Standard,1625,,
9/4/2017,Kurunegala,Local,Keti,Premium,1000,,
9/4/2017,Kurunegala,Local,Keti,Standard,875,,
9/4/2017,Kurunegala,Local,Korikan,Premium,500,,
9/4/2017,Kurunegala,Local,Korikan,Standard,250,,
9/4/2017,Gampaha,Export,Peedunu,Premium,4000,,
9/4/2017,Gampaha,Export,Peedunu,Standard,2000,,
9/4/2017,Gampaha,Export,Kanda,Premium,4000,,
9/4/2017,Gampaha,Export,Kanda,Standard,2000,,
9/4/2017,Gampaha,Local,Peedunu,Premium,2500,,
9/4/2017,Gampaha,Local,Peedunu,Standard,1800,,
9/4/2017,Gampaha,Local,Keti,Premium,1300,,
9/4/2017,Gampaha,Local,Keti,Standard,1000,,
9/4/2017,Gampaha,Local,Korikan,Premium,500,,
9/4/2017,Gampaha,Local,Korikan,Standard,250,,
9/12/2017,Kurunegala,Export,Peedunu,Premium,3500,,
9/12/2017,Kurunegala,Export,Peedunu,Standard,1500,,
9/12/2017,Kurunegala,Export,Kanda,Premium,4000,,
9/12/2017,Kurunegala,Export,Kanda,Standard,1500,,
9/12/2017,Kurunegala,Local,Peedunu,Premium,2000,,
9/12/2017,Kurunegala,Local,Peedunu,Standard,1000,,
9/12/2017,Kurunegala,Local,Keti,Premium,700,,
9/12/2017,Kurunegala,Local,Keti,Standard,300,,
9/12/2017,Kurunegala,Local,Korikan,Premium,200,,
9/12/2017,Kurunegala,Local,Korikan,Standard,100,,
9/12/2017,Gampaha,Export,Peedunu,Premium,4000,,
9/12/2017,Gampaha,Export,Peedunu,Standard,3000,,
9/12/2017,Gampaha,Export,Kanda,Premium,3000,,
9/12/2017,Gampaha,Export,Kanda,Standard,2000,,
9/12/2017,Gampaha,Local,Peedunu,Premium,2500,,
9/12/2017,Gampaha,Local,Peedunu,Standard,1500,,
9/12/2017,Gampaha,Local,Keti,Premium,1000,,
9/12/2017,Gampaha,Local,Keti,Standard,800,,
9/12/2017,Gampaha,Local,Korikan,Premium,500,,
9/12/2017,Gampaha,Local,Korikan,Standard,250,,
9/19/2017,Kurunegala,Export,Peedunu,Premium,4000,,
9/19/2017,Kurunegala,Export,Peedunu,Standard,2000,,
9/19/2017,Kurunegala,Export,Kanda,Premium,5000,,
9/19/2017,Kurunegala,Export,Kanda,Standard,2000,,
9/19/2017,Kurunegala,Local,Peedunu,Premium,2000,,
9/19/2017,Kurunegala,Local,Peedunu,Standard,1000,,
9/19/2017,Kurunegala,Local,Keti,Premium,800,,
9/19/2017,Kurunegala,Local,Keti,Standard,400,,
9/19/2017,Kurunegala,Local,Korikan,Premium,250,,
9/19/2017,Kurunegala,Local,Korikan,Standard,100,,
9/19/2017,Gampaha,Export,Peedunu,Premium,4000,,
9/19/2017,Gampaha,Export,Peedunu,Standard,3000,,
9/19/2017,Gampaha,Export,Kanda,Premium,3000,,
9/19/2017,Gampaha,Export,Kanda,Standard,2000,,
9/19/2017,Gampaha,Local,Peedunu,Premium,2200,,
9/19/2017,Gampaha,Local,Peedunu,Standard,1800,,
9/19/2017,Gampaha,Local,Keti,Premium,1200,,
9/19/2017,Gampaha,Local,Keti,Standard,1000,,
9/19/2017,Gampaha,Local,Korikan,Premium,500,,
9/19/2017,Gampaha,Local,Korikan,Standard,250,,
9/26/2017,Kurunegala,Export,Peedunu,Premium,3000,,
9/26/2017,Kurunegala,Export,Peedunu,Standard,1500,,
9/26/2017,Kurunegala,Export,Kanda,Premium,3500,,
9/26/2017,Kurunegala,Export,Kanda,Standard,1500,,
9/26/2017,Kurunegala,Local,Peedunu,Premium,1700,,
9/26/2017,Kurunegala,Local,Peedunu,Standard,1000,,
9/26/2017,Kurunegala,Local,Keti,Premium,800,,
9/26/2017,Kurunegala,Local,Keti,Standard,500,,
9/26/2017,Kurunegala,Local,Korikan,Premium,300,,
9/26/2017,Kurunegala,Local,Korikan,Standard,100,,
9/26/2017,Gampaha,Export,Peedunu,Premium,1800,,
9/26/2017,Gampaha,Export,Peedunu,Standard,1500,,
9/26/2017,Gampaha,Export,Kanda,Premium,1800,,
9/26/2017,Gampaha,Export,Kanda,Standard,1500,,
9/26/2017,Gampaha,Local,Peedunu,Premium,1600,,
9/26/2017,Gampaha,Local,Peedunu,Standard,1300,,
9/26/2017,Gampaha,Local,Keti,Premium,1000,,
9/26/2017,Gampaha,Local,Keti,Standard,800,,
9/26/2017,Gampaha,Local,Korikan,Premium,500,,
9/26/2017,Gampaha,Local,Korikan,Standard,250,,
10/3/2017,Kurunegala,Export,Peedunu,Premium,3000,,
10/3/2017,Kurunegala,Export,Peedunu,Standard,1500,,
10/3/2017,Kurunegala,Export,Kanda,Premium,3500,,
10/3/2017,Kurunegala,Export,Kanda,Standard,1500,,
10/3/2017,Kurunegala,Local,Peedunu,Premium,1700,,
10/3/2017,Kurunegala,Local,Peedunu,Standard,1000,,
10/3/2017,Kurunegala,Local,Keti,Premium,800,,
10/3/2017,Kurunegala,Local,Keti,Standard,500,,
10/3/2017,Kurunegala,Local,Korikan,Premium,300,,
10/3/2017,Kurunegala,Local,Korikan,Standard,100,,
10/3/2017,Gampaha,Export,Peedunu,Premium,5000,,
10/3/2017,Gampaha,Export,Peedunu,Standard,3000,,
10/3/2017,Gampaha,Export,Kanda,Premium,5000,,
10/3/2017,Gampaha,Export,Kanda,Standard,3000,,
10/3/2017,Gampaha,Local,Peedunu,Premium,2000,,
10/3/2017,Gampaha,Local,Peedunu,Standard,1500,,
10/3/2017,Gampaha,Local,Keti,Premium,1200,,
10/3/2017,Gampaha,Local,Keti,Standard,900,,
10/3/2017,Gampaha,Local,Korikan,Premium,500,,
10/3/2017,Gampaha,Local,Korikan,Standard,250,,
10/10/2017,Kurunegala,Export,Peedunu,Premium,2500,,
10/10/2017,Kurunegala,Export,Peedunu,Standard,2000,,
10/10/2017,Kurunegala,Export,Kanda,Premium,3000,,
10/10/2017,Kurunegala,Export,Kanda,Standard,2000,,
10/10/2017,Kurunegala,Local,Peedunu,Premium,1500,,
10/10/2017,Kurunegala,Local,Peedunu,Standard,800,,
10/10/2017,Kurunegala,Local,Keti,Premium,600,,
10/10/2017,Kurunegala,Local,Keti,Standard,400,,
10/10/2017,Kurunegala,Local,Korikan,Premium,200,,
10/10/2017,Kurunegala,Local,Korikan,Standard,100,,
10/10/2017,Gampaha,Export,Peedunu,Premium,3500,,
10/10/2017,Gampaha,Export,Peedunu,Standard,2000,,
10/10/2017,Gampaha,Export,Kanda,Premium,3000,,
10/10/2017,Gampaha,Export,Kanda,Standard,2000,,
10/10/2017,Gampaha,Local,Peedunu,Premium,1700,,
10/10/2017,Gampaha,Local,Peedunu,Standard,1500,,
10/10/2017,Gampaha,Local,Keti,Premium,800,,
10/10/2017,Gampaha,Local,Keti,Standard,500,,
10/10/2017,Gampaha,Local,Korikan,Premium,500,,
10/10/2017,Gampaha,Local,Korikan,Standard,250,,
10/16/2017,Kurunegala,Export,Peedunu,Premium,2500,,
10/16/2017,Kurunegala,Export,Peedunu,Standard,2000,,
10/16/2017,Kurunegala,Export,Kanda,Premium,3000,,
10/16/2017,Kurunegala,Export,Kanda,Standard,2000,,
10/16/2017,Kurunegala,Local,Peedunu,Premium,1350,,
10/16/2017,Kurunegala,Local,Peedunu,Standard,1300,,
10/16/2017,Kurunegala,Local,Keti,Premium,750,,
10/16/2017,Kurunegala,Local,Keti,Standard,750,,
10/16/2017,Kurunegala,Local,Korikan,Premium,200,,
10/16/2017,Kurunegala,Local,Korikan,Standard,100,,
10/16/2017,Gampaha,Export,Peedunu,Premium,3000,,
10/16/2017,Gampaha,Export,Peedunu,Standard,2000,,
10/16/2017,Gampaha,Export,Kanda,Premium,3000,,
10/16/2017,Gampaha,Export,Kanda,Standard,2000,,
10/16/2017,Gampaha,Local,Peedunu,Premium,1000,,
10/16/2017,Gampaha,Local,Peedunu,Standard,700,,
10/16/2017,Gampaha,Local,Keti,Premium,400,,
10/16/2017,Gampaha,Local,Keti,Standard,300,,
10/16/2017,Gampaha,Local,Korikan,Premium,400,,
10/16/2017,Gampaha,Local,Korikan,Standard,200,,
10/24/2017,Kurunegala,Export,Peedunu,Premium,3500,,
10/24/2017,Kurunegala,Export,Peedunu,Standard,2000,,
10/24/2017,Kurunegala,Export,Kanda,Premium,5000,,
10/24/2017,Kurunegala,Export,Kanda,Standard,2000,,
10/24/2017,Kurunegala,Local,Peedunu,Premium,1800,,
10/24/2017,Kurunegala,Local,Peedunu,Standard,1000,,
10/24/2017,Kurunegala,Local,Keti,Premium,600,,
10/24/2017,Kurunegala,Local,Keti,Standard,400,,
10/24/2017,Kurunegala,Local,Korikan,Premium,300,,
10/24/2017,Kurunegala,Local,Korikan,Standard,200,,
10/24/2017,Gampaha,Export,Peedunu,Premium,800,,
10/24/2017,Gampaha,Export,Peedunu,Standard,500,,
10/24/2017,Gampaha,Export,Kanda,Premium,800,,
10/24/2017,Gampaha,Export,Kanda,Standard,500,,
10/24/2017,Gampaha,Local,Peedunu,Premium,500,,
10/24/2017,Gampaha,Local,Peedunu,Standard,300,,
10/24/2017,Gampaha,Local,Keti,Premium,200,,
10/24/2017,Gampaha,Local,Keti,Standard,100,,
10/24/2017,Gampaha,Local,Korikan,Premium,200,,
10/24/2017,Gampaha,Local,Korikan,Standard,100,,
10/31/2017,Kurunegala,Export,Peedunu,Premium,3500,,
10/31/2017,Kurunegala,Export,Peedunu,Standard,2000,,
10/31/2017,Kurunegala,Export,Kanda,Premium,5000,,
10/31/2017,Kurunegala,Export,Kanda,Standard,2000,,
10/31/2017,Kurunegala,Local,Peedunu,Premium,1500,,
10/31/2017,Kurunegala,Local,Peedunu,Standard,1375,,
10/31/2017,Kurunegala,Local,Keti,Premium,750,,
10/31/2017,Kurunegala,Local,Keti,Standard,688,,
10/31/2017,Kurunegala,Local,Korikan,Premium,300,,
10/31/2017,Kurunegala,Local,Korikan,Standard,200,,
10/31/2017,Gampaha,Export,Peedunu,Premium,1000,,
10/31/2017,Gampaha,Export,Peedunu,Standard,500,,
10/31/2017,Gampaha,Export,Kanda,Premium,1000,,
10/31/2017,Gampaha,Export,Kanda,Standard,500,,
10/31/2017,Gampaha,Local,Peedunu,Premium,500,,
10/31/2017,Gampaha,Local,Peedunu,Standard,200,,
10/31/2017,Gampaha,Local,Keti,Premium,50,,
10/31/2017,Gampaha,Local,Keti,Standard,50,,
10/31/2017,Gampaha,Local,Korikan,Premium,50,,
